batch,hit,miss,rate
214, 40,24,62.50
215, 37,27,57.81
216, 34,30,53.12
217, 30,34,46.88
218, 44,20,68.75
219, 41,23,64.06
220, 40,24,62.50
221, 37,27,57.81
222, 35,29,54.69
223, 36,28,56.25
224, 38,26,59.38
225, 40,24,62.50
226, 33,31,51.56
227, 39,25,60.94
228, 41,23,64.06
229, 40,24,62.50
230, 32,32,50.00
231, 41,23,64.06
232, 33,31,51.56
233, 39,25,60.94
234, 37,27,57.81
235, 33,31,51.56
236, 34,30,53.12
237, 42,22,65.62
238, 30,34,46.88
239, 44,20,68.75
240, 36,28,56.25
241, 33,31,51.56
242, 46,18,71.88
243, 36,28,56.25
244, 38,26,59.38
245, 33,31,51.56
246, 35,29,54.69
247, 37,27,57.81
248, 32,32,50.00
249, 38,26,59.38
250, 38,26,59.38
251, 39,25,60.94
252, 40,24,62.50
253, 35,29,54.69
254, 36,28,56.25
255, 39,25,60.94
256, 43,21,67.19
257, 44,20,68.75
258, 36,28,56.25
259, 31,33,48.44
260, 33,31,51.56
261, 34,30,53.12
262, 34,30,53.12
263, 33,31,51.56
264, 38,26,59.38
265, 37,27,57.81
266, 35,29,54.69
267, 35,29,54.69
268, 42,22,65.62
269, 34,30,53.12
270, 35,29,54.69
271, 32,32,50.00
272, 38,26,59.38
273, 40,24,62.50
274, 38,26,59.38
275, 33,31,51.56
276, 37,27,57.81
277, 32,32,50.00
278, 35,29,54.69
279, 28,36,43.75
280, 38,26,59.38
281, 38,26,59.38
282, 41,23,64.06
283, 35,29,54.69
284, 41,23,64.06
285, 43,21,67.19
286, 36,28,56.25
287, 33,31,51.56
288, 36,28,56.25
289, 42,22,65.62
290, 29,35,45.31
291, 37,27,57.81
292, 42,22,65.62
293, 37,27,57.81
294, 41,23,64.06
295, 33,31,51.56
296, 36,28,56.25
297, 36,28,56.25
298, 34,30,53.12
299, 41,23,64.06
300, 33,31,51.56
301, 35,29,54.69
302, 38,26,59.38
303, 34,30,53.12
304, 31,33,48.44
305, 48,16,75.00
306, 39,25,60.94
307, 34,30,53.12
308, 44,20,68.75
309, 40,24,62.50
310, 37,27,57.81
311, 37,27,57.81
312, 33,31,51.56
313, 42,22,65.62
314, 37,27,57.81
315, 38,26,59.38
316, 33,31,51.56
317, 31,33,48.44
318, 41,23,64.06
319, 38,26,59.38
320, 43,21,67.19
321, 31,33,48.44
322, 35,29,54.69
323, 37,27,57.81
324, 41,23,64.06
325, 44,20,68.75
326, 36,28,56.25
327, 41,23,64.06
328, 37,27,57.81
329, 39,25,60.94
330, 38,26,59.38
331, 34,30,53.12
332, 35,29,54.69
333, 33,31,51.56
334, 40,24,62.50
335, 44,20,68.75
336, 35,29,54.69
337, 34,30,53.12
338, 38,26,59.38
339, 48,16,75.00
340, 30,34,46.88
341, 33,31,51.56
342, 34,30,53.12
343, 38,26,59.38
344, 43,21,67.19
345, 40,24,62.50
346, 37,27,57.81
347, 30,34,46.88
348, 41,23,64.06
349, 33,31,51.56
350, 39,25,60.94
351, 34,30,53.12
352, 30,34,46.88
353, 38,26,59.38
354, 27,37,42.19
355, 35,29,54.69
356, 38,26,59.38
357, 32,32,50.00
358, 47,17,73.44
359, 35,29,54.69
360, 38,26,59.38
361, 31,33,48.44
362, 44,20,68.75
363, 49,15,76.56
364, 39,25,60.94
365, 35,29,54.69
366, 34,30,53.12
367, 34,30,53.12
368, 41,23,64.06
369, 31,33,48.44
370, 43,21,67.19
371, 36,28,56.25
372, 38,26,59.38
373, 37,27,57.81
374, 33,31,51.56
375, 38,26,59.38
376, 37,27,57.81
377, 37,27,57.81
378, 37,27,57.81
379, 39,25,60.94
380, 40,24,62.50
381, 43,21,67.19
382, 30,34,46.88
383, 40,24,62.50
384, 36,28,56.25
385, 38,26,59.38
386, 36,28,56.25
387, 37,27,57.81
388, 27,37,42.19
389, 40,24,62.50
390, 39,25,60.94
391, 32,32,50.00
392, 38,26,59.38
393, 33,31,51.56
394, 30,34,46.88
395, 36,28,56.25
396, 35,29,54.69
397, 34,30,53.12
398, 37,27,57.81
399, 44,20,68.75
400, 37,27,57.81
401, 42,22,65.62
402, 37,27,57.81
403, 40,24,62.50
404, 30,34,46.88
405, 39,25,60.94
406, 39,25,60.94
407, 37,27,57.81
408, 37,27,57.81
409, 36,28,56.25
410, 46,18,71.88
411, 39,25,60.94
412, 37,27,57.81
413, 39,25,60.94
414, 35,29,54.69
415, 37,27,57.81
416, 41,23,64.06
417, 38,26,59.38
418, 36,28,56.25
419, 35,29,54.69
420, 37,27,57.81
421, 35,29,54.69
422, 39,25,60.94
423, 38,26,59.38
424, 33,31,51.56
425, 47,17,73.44
426, 42,22,65.62
427, 35,29,54.69
428, 35,29,54.69
429, 38,26,59.38
430, 37,27,57.81
431, 40,24,62.50
432, 39,25,60.94
433, 38,26,59.38
434, 41,23,64.06
435, 37,27,57.81
436, 33,31,51.56
437, 39,25,60.94
438, 40,24,62.50
439, 38,26,59.38
440, 36,28,56.25
441, 36,28,56.25
442, 36,28,56.25
443, 37,27,57.81
444, 37,27,57.81
445, 44,20,68.75
446, 31,33,48.44
447, 32,32,50.00
448, 39,25,60.94
449, 32,32,50.00
450, 30,34,46.88
451, 36,28,56.25
452, 37,27,57.81
453, 36,28,56.25
454, 43,21,67.19
455, 38,26,59.38
456, 35,29,54.69
457, 33,31,51.56
458, 29,35,45.31
459, 42,22,65.62
460, 37,27,57.81
461, 39,25,60.94
462, 42,22,65.62
463, 39,25,60.94
464, 34,30,53.12
465, 44,20,68.75
466, 40,24,62.50
467, 43,21,67.19
468, 35,29,54.69
469, 42,22,65.62
470, 35,29,54.69
471, 37,27,57.81
472, 41,23,64.06
473, 38,26,59.38
474, 38,26,59.38
475, 38,26,59.38
476, 34,30,53.12
477, 34,30,53.12
478, 42,22,65.62
479, 39,25,60.94
480, 42,22,65.62
481, 41,23,64.06
482, 36,28,56.25
483, 35,29,54.69
484, 31,33,48.44
485, 32,32,50.00
486, 37,27,57.81
487, 36,28,56.25
488, 32,32,50.00
489, 37,27,57.81
490, 37,27,57.81
491, 46,18,71.88
492, 32,32,50.00
493, 44,20,68.75
494, 35,29,54.69
495, 38,26,59.38
496, 39,25,60.94
497, 28,36,43.75
498, 36,28,56.25
499, 38,26,59.38
500, 36,28,56.25
501, 36,28,56.25
502, 34,30,53.12
503, 39,25,60.94
504, 35,29,54.69
505, 37,27,57.81
506, 36,28,56.25
507, 38,26,59.38
508, 37,27,57.81
509, 31,33,48.44
510, 41,23,64.06
511, 43,21,67.19
512, 37,27,57.81
513, 32,32,50.00
514, 30,34,46.88
515, 34,30,53.12
516, 34,30,53.12
517, 37,27,57.81
518, 29,35,45.31
519, 35,29,54.69
520, 33,31,51.56
521, 34,30,53.12
522, 34,30,53.12
523, 32,32,50.00
524, 40,24,62.50
525, 39,25,60.94
526, 39,25,60.94
527, 38,26,59.38
528, 33,31,51.56
529, 37,27,57.81
530, 42,22,65.62
531, 40,24,62.50
532, 38,26,59.38
533, 42,22,65.62
534, 31,33,48.44
535, 42,22,65.62
536, 39,25,60.94
537, 38,26,59.38
538, 35,29,54.69
539, 37,27,57.81
540, 41,23,64.06
541, 44,20,68.75
542, 35,29,54.69
543, 34,30,53.12
544, 40,24,62.50
545, 29,35,45.31
546, 37,27,57.81
547, 40,24,62.50
548, 36,28,56.25
549, 35,29,54.69
550, 39,25,60.94
551, 39,25,60.94
552, 37,27,57.81
553, 42,22,65.62
554, 25,39,39.06
555, 40,24,62.50
556, 33,31,51.56
557, 33,31,51.56
558, 37,27,57.81
559, 33,31,51.56
560, 41,23,64.06
561, 37,27,57.81
562, 43,21,67.19
563, 38,26,59.38
564, 42,22,65.62
565, 40,24,62.50
566, 36,28,56.25
567, 38,26,59.38
568, 39,25,60.94
569, 37,27,57.81
570, 30,34,46.88
571, 35,29,54.69
572, 34,30,53.12
573, 34,30,53.12
574, 31,33,48.44
575, 43,21,67.19
576, 40,24,62.50
577, 39,25,60.94
578, 35,29,54.69
579, 37,27,57.81
580, 39,25,60.94
581, 37,27,57.81
582, 37,27,57.81
583, 32,32,50.00
584, 33,31,51.56
585, 38,26,59.38
586, 34,30,53.12
587, 29,35,45.31
588, 38,26,59.38
589, 36,28,56.25
590, 39,25,60.94
591, 38,26,59.38
592, 38,26,59.38
593, 42,22,65.62
594, 47,17,73.44
595, 30,34,46.88
596, 38,26,59.38
597, 35,29,54.69
598, 45,19,70.31
599, 38,26,59.38
600, 44,20,68.75
601, 46,18,71.88
602, 38,26,59.38
603, 39,25,60.94
604, 42,22,65.62
605, 38,26,59.38
606, 37,27,57.81
607, 32,32,50.00
608, 34,30,53.12
609, 36,28,56.25
610, 40,24,62.50
611, 31,33,48.44
612, 38,26,59.38
613, 34,30,53.12
614, 35,29,54.69
615, 41,23,64.06
616, 36,28,56.25
617, 36,28,56.25
618, 35,29,54.69
619, 31,33,48.44
620, 41,23,64.06
621, 43,21,67.19
622, 36,28,56.25
623, 39,25,60.94
624, 42,22,65.62
625, 26,38,40.62
626, 39,25,60.94
627, 36,28,56.25
628, 39,25,60.94
629, 41,23,64.06
630, 36,28,56.25
631, 41,23,64.06
632, 43,21,67.19
633, 39,25,60.94
634, 31,33,48.44
635, 37,27,57.81
636, 39,25,60.94
637, 31,33,48.44
638, 32,32,50.00
639, 34,30,53.12
640, 31,33,48.44
641, 40,24,62.50
642, 34,30,53.12
643, 40,24,62.50
644, 33,31,51.56
645, 38,26,59.38
646, 32,32,50.00
647, 42,22,65.62
648, 28,36,43.75
649, 32,32,50.00
650, 31,33,48.44
651, 39,25,60.94
652, 35,29,54.69
653, 32,32,50.00
654, 35,29,54.69
655, 38,26,59.38
656, 37,27,57.81
657, 27,37,42.19
658, 39,25,60.94
659, 40,24,62.50
660, 40,24,62.50
661, 35,29,54.69
662, 34,30,53.12
663, 38,26,59.38
664, 33,31,51.56
665, 35,29,54.69
666, 41,23,64.06
667, 31,33,48.44
668, 43,21,67.19
669, 35,29,54.69
670, 34,30,53.12
671, 42,22,65.62
672, 36,28,56.25
673, 45,19,70.31
674, 39,25,60.94
675, 33,31,51.56
676, 34,30,53.12
677, 46,18,71.88
678, 36,28,56.25
679, 35,29,54.69
680, 34,30,53.12
681, 41,23,64.06
682, 40,24,62.50
683, 39,25,60.94
684, 37,27,57.81
685, 46,18,71.88
686, 35,29,54.69
687, 46,18,71.88
688, 36,28,56.25
689, 38,26,59.38
690, 37,27,57.81
691, 40,24,62.50
692, 38,26,59.38
693, 34,30,53.12
694, 32,32,50.00
695, 42,22,65.62
696, 39,25,60.94
697, 32,32,50.00
698, 38,26,59.38
699, 41,23,64.06
700, 29,35,45.31
701, 40,24,62.50
702, 38,26,59.38
703, 43,21,67.19
704, 44,20,68.75
705, 38,26,59.38
706, 42,22,65.62
707, 40,24,62.50
708, 33,31,51.56
709, 39,25,60.94
710, 40,24,62.50
711, 37,27,57.81
712, 36,28,56.25
713, 36,28,56.25
714, 37,27,57.81
715, 40,24,62.50
716, 36,28,56.25
717, 35,29,54.69
718, 32,32,50.00
719, 39,25,60.94
720, 29,35,45.31
721, 35,29,54.69
722, 40,24,62.50
723, 36,28,56.25
724, 45,19,70.31
725, 39,25,60.94
726, 36,28,56.25
727, 39,25,60.94
728, 41,23,64.06
729, 28,36,43.75
730, 37,27,57.81
731, 37,27,57.81
732, 35,29,54.69
733, 43,21,67.19
734, 38,26,59.38
735, 43,21,67.19
736, 42,22,65.62
737, 39,25,60.94
738, 38,26,59.38
739, 38,26,59.38
740, 41,23,64.06
741, 33,31,51.56
742, 37,27,57.81
743, 36,28,56.25
744, 46,18,71.88
745, 30,34,46.88
746, 36,28,56.25
747, 30,34,46.88
748, 38,26,59.38
749, 33,31,51.56
750, 36,28,56.25
751, 41,23,64.06
752, 34,30,53.12
753, 38,26,59.38
754, 33,31,51.56
755, 37,27,57.81
756, 42,22,65.62
757, 40,24,62.50
758, 42,22,65.62
759, 43,21,67.19
760, 35,29,54.69
761, 33,31,51.56
762, 46,18,71.88
763, 34,30,53.12
764, 43,21,67.19
765, 43,21,67.19
766, 39,25,60.94
767, 38,26,59.38
768, 41,23,64.06
769, 30,34,46.88
770, 37,27,57.81
771, 39,25,60.94
772, 32,32,50.00
773, 35,29,54.69
774, 41,23,64.06
775, 40,24,62.50
776, 39,25,60.94
777, 34,30,53.12
778, 33,31,51.56
779, 39,25,60.94
780, 32,32,50.00
781, 39,25,60.94
