batch,hit,miss,rate
783, 48,2,96.00
784, 46,4,92.00
785, 46,4,92.00
786, 49,1,98.00
787, 46,4,92.00
788, 45,5,90.00
789, 42,8,84.00
790, 45,5,90.00
791, 40,10,80.00
792, 48,2,96.00
793, 45,5,90.00
794, 46,4,92.00
795, 44,6,88.00
796, 45,5,90.00
797, 45,5,90.00
798, 40,10,80.00
799, 44,6,88.00
800, 47,3,94.00
801, 48,2,96.00
802, 47,3,94.00
803, 46,4,92.00
804, 45,5,90.00
805, 44,6,88.00
806, 38,12,76.00
807, 41,9,82.00
808, 45,5,90.00
809, 49,1,98.00
810, 44,6,88.00
811, 43,7,86.00
812, 46,4,92.00
813, 47,3,94.00
814, 44,6,88.00
815, 44,6,88.00
816, 43,7,86.00
817, 42,8,84.00
818, 45,5,90.00
819, 45,5,90.00
820, 47,3,94.00
821, 44,6,88.00
822, 46,4,92.00
823, 43,7,86.00
824, 44,6,88.00
825, 39,11,78.00
826, 45,5,90.00
827, 45,5,90.00
828, 45,5,90.00
829, 49,1,98.00
830, 43,7,86.00
831, 47,3,94.00
832, 40,10,80.00
833, 45,5,90.00
834, 39,11,78.00
835, 44,6,88.00
836, 43,7,86.00
837, 46,4,92.00
838, 42,8,84.00
839, 46,4,92.00
840, 43,7,86.00
841, 45,5,90.00
842, 46,4,92.00
843, 44,6,88.00
844, 44,6,88.00
845, 44,6,88.00
846, 46,4,92.00
847, 46,4,92.00
848, 42,8,84.00
849, 48,2,96.00
850, 46,4,92.00
851, 44,6,88.00
852, 48,2,96.00
853, 43,7,86.00
854, 45,5,90.00
855, 47,3,94.00
856, 43,7,86.00
857, 46,4,92.00
858, 46,4,92.00
859, 46,4,92.00
860, 43,7,86.00
861, 43,7,86.00
862, 45,5,90.00
863, 45,5,90.00
864, 40,10,80.00
865, 45,5,90.00
866, 47,3,94.00
867, 45,5,90.00
868, 42,8,84.00
869, 42,8,84.00
870, 46,4,92.00
871, 47,3,94.00
872, 48,2,96.00
873, 45,5,90.00
874, 46,4,92.00
875, 42,8,84.00
876, 47,3,94.00
877, 47,3,94.00
878, 45,5,90.00
879, 43,7,86.00
880, 46,4,92.00
881, 47,3,94.00
882, 44,6,88.00
883, 46,4,92.00
884, 43,7,86.00
885, 39,11,78.00
886, 42,8,84.00
887, 47,3,94.00
888, 46,4,92.00
889, 47,3,94.00
890, 38,12,76.00
891, 45,5,90.00
892, 46,4,92.00
893, 42,8,84.00
894, 41,9,82.00
895, 45,5,90.00
896, 44,6,88.00
897, 43,7,86.00
898, 45,5,90.00
899, 46,4,92.00
900, 48,2,96.00
901, 49,1,98.00
902, 47,3,94.00
903, 45,5,90.00
904, 45,5,90.00
905, 45,5,90.00
906, 45,5,90.00
907, 39,11,78.00
908, 42,8,84.00
909, 46,4,92.00
910, 45,5,90.00
911, 46,4,92.00
912, 47,3,94.00
913, 45,5,90.00
914, 47,3,94.00
915, 44,6,88.00
916, 47,3,94.00
917, 48,2,96.00
918, 45,5,90.00
919, 48,2,96.00
920, 44,6,88.00
921, 42,8,84.00
922, 44,6,88.00
923, 46,4,92.00
924, 44,6,88.00
925, 46,4,92.00
926, 42,8,84.00
927, 45,5,90.00
928, 43,7,86.00
929, 43,7,86.00
930, 48,2,96.00
931, 45,5,90.00
932, 41,9,82.00
933, 46,4,92.00
934, 45,5,90.00
935, 39,11,78.00
936, 47,3,94.00
937, 45,5,90.00
938, 43,7,86.00
939, 46,4,92.00
940, 46,4,92.00
941, 47,3,94.00
942, 42,8,84.00
943, 45,5,90.00
944, 48,2,96.00
945, 46,4,92.00
946, 47,3,94.00
947, 42,8,84.00
948, 43,7,86.00
949, 47,3,94.00
950, 44,6,88.00
951, 36,14,72.00
952, 46,4,92.00
953, 47,3,94.00
954, 41,9,82.00
955, 49,1,98.00
956, 48,2,96.00
957, 44,6,88.00
958, 43,7,86.00
959, 46,4,92.00
960, 43,7,86.00
961, 47,3,94.00
962, 39,11,78.00
963, 45,5,90.00
964, 47,3,94.00
965, 42,8,84.00
966, 45,5,90.00
967, 45,5,90.00
968, 45,5,90.00
969, 45,5,90.00
970, 48,2,96.00
971, 47,3,94.00
972, 46,4,92.00
973, 40,10,80.00
974, 50,0,100.00
975, 48,2,96.00
976, 48,2,96.00
977, 46,4,92.00
978, 42,8,84.00
979, 41,9,82.00
980, 48,2,96.00
981, 48,2,96.00
982, 42,8,84.00
983, 41,9,82.00
984, 46,4,92.00
985, 41,9,82.00
986, 44,6,88.00
987, 44,6,88.00
988, 48,2,96.00
989, 44,6,88.00
990, 43,7,86.00
991, 43,7,86.00
992, 46,4,92.00
993, 45,5,90.00
994, 46,4,92.00
995, 47,3,94.00
996, 43,7,86.00
997, 41,9,82.00
998, 44,6,88.00
999, 48,2,96.00
1000, 45,5,90.00
