batch,hit,miss,rate
246, 29,21,58.00
247, 37,13,74.00
248, 35,15,70.00
249, 41,9,82.00
250, 39,11,78.00
251, 33,17,66.00
252, 34,16,68.00
253, 41,9,82.00
254, 28,22,56.00
255, 42,8,84.00
256, 31,19,62.00
257, 31,19,62.00
258, 32,18,64.00
259, 32,18,64.00
260, 41,9,82.00
261, 37,13,74.00
262, 37,13,74.00
263, 38,12,76.00
264, 35,15,70.00
265, 36,14,72.00
266, 33,17,66.00
267, 36,14,72.00
268, 35,15,70.00
269, 32,18,64.00
270, 33,17,66.00
271, 32,18,64.00
272, 34,16,68.00
273, 32,18,64.00
274, 31,19,62.00
275, 35,15,70.00
276, 35,15,70.00
277, 36,14,72.00
278, 34,16,68.00
279, 44,6,88.00
280, 33,17,66.00
281, 38,12,76.00
282, 37,13,74.00
283, 32,18,64.00
284, 37,13,74.00
285, 32,18,64.00
286, 32,18,64.00
287, 37,13,74.00
288, 34,16,68.00
289, 33,17,66.00
290, 34,16,68.00
291, 36,14,72.00
292, 32,18,64.00
293, 34,16,68.00
294, 37,13,74.00
295, 37,13,74.00
296, 37,13,74.00
297, 36,14,72.00
298, 37,13,74.00
299, 34,16,68.00
300, 35,15,70.00
301, 39,11,78.00
302, 32,18,64.00
303, 38,12,76.00
304, 32,18,64.00
305, 37,13,74.00
306, 33,17,66.00
307, 37,13,74.00
308, 36,14,72.00
309, 41,9,82.00
310, 34,16,68.00
311, 32,18,64.00
312, 29,21,58.00
313, 37,13,74.00
314, 34,16,68.00
315, 30,20,60.00
316, 36,14,72.00
317, 35,15,70.00
318, 34,16,68.00
319, 35,15,70.00
320, 36,14,72.00
321, 34,16,68.00
322, 34,16,68.00
323, 37,13,74.00
324, 36,14,72.00
325, 29,21,58.00
326, 38,12,76.00
327, 32,18,64.00
328, 37,13,74.00
329, 32,18,64.00
330, 34,16,68.00
331, 34,16,68.00
332, 35,15,70.00
333, 36,14,72.00
334, 35,15,70.00
335, 37,13,74.00
336, 34,16,68.00
337, 32,18,64.00
338, 30,20,60.00
339, 34,16,68.00
340, 37,13,74.00
341, 32,18,64.00
342, 36,14,72.00
343, 37,13,74.00
344, 37,13,74.00
345, 39,11,78.00
346, 40,10,80.00
347, 36,14,72.00
348, 29,21,58.00
349, 37,13,74.00
350, 33,17,66.00
351, 33,17,66.00
352, 37,13,74.00
353, 38,12,76.00
354, 36,14,72.00
355, 35,15,70.00
356, 38,12,76.00
357, 41,9,82.00
358, 34,16,68.00
359, 37,13,74.00
360, 37,13,74.00
361, 32,18,64.00
362, 32,18,64.00
363, 41,9,82.00
364, 38,12,76.00
365, 35,15,70.00
366, 38,12,76.00
367, 35,15,70.00
368, 31,19,62.00
369, 35,15,70.00
370, 36,14,72.00
371, 34,16,68.00
372, 31,19,62.00
373, 39,11,78.00
374, 38,12,76.00
375, 38,12,76.00
376, 36,14,72.00
377, 38,12,76.00
378, 35,15,70.00
379, 37,13,74.00
380, 38,12,76.00
381, 40,10,80.00
382, 39,11,78.00
383, 32,18,64.00
384, 37,13,74.00
385, 36,14,72.00
386, 31,19,62.00
387, 35,15,70.00
388, 35,15,70.00
389, 37,13,74.00
390, 37,13,74.00
391, 38,12,76.00
392, 35,15,70.00
393, 36,14,72.00
394, 33,17,66.00
395, 38,12,76.00
396, 32,18,64.00
397, 24,26,48.00
398, 32,18,64.00
399, 38,12,76.00
400, 30,20,60.00
401, 35,15,70.00
402, 33,17,66.00
403, 29,21,58.00
404, 30,20,60.00
405, 34,16,68.00
406, 37,13,74.00
407, 41,9,82.00
408, 34,16,68.00
409, 36,14,72.00
410, 40,10,80.00
411, 32,18,64.00
412, 40,10,80.00
413, 33,17,66.00
414, 36,14,72.00
415, 38,12,76.00
416, 33,17,66.00
417, 38,12,76.00
418, 34,16,68.00
419, 43,7,86.00
420, 40,10,80.00
421, 34,16,68.00
422, 29,21,58.00
423, 39,11,78.00
424, 33,17,66.00
425, 40,10,80.00
426, 36,14,72.00
427, 36,14,72.00
428, 34,16,68.00
429, 35,15,70.00
430, 35,15,70.00
431, 37,13,74.00
432, 39,11,78.00
433, 37,13,74.00
434, 36,14,72.00
435, 41,9,82.00
436, 30,20,60.00
437, 38,12,76.00
438, 36,14,72.00
439, 39,11,78.00
440, 38,12,76.00
441, 35,15,70.00
442, 37,13,74.00
443, 33,17,66.00
444, 38,12,76.00
445, 30,20,60.00
446, 36,14,72.00
447, 31,19,62.00
448, 36,14,72.00
449, 38,12,76.00
450, 28,22,56.00
451, 40,10,80.00
452, 35,15,70.00
453, 32,18,64.00
454, 33,17,66.00
455, 36,14,72.00
456, 36,14,72.00
457, 35,15,70.00
458, 32,18,64.00
459, 40,10,80.00
460, 30,20,60.00
461, 31,19,62.00
462, 37,13,74.00
463, 36,14,72.00
464, 32,18,64.00
465, 29,21,58.00
466, 35,15,70.00
467, 38,12,76.00
468, 39,11,78.00
469, 40,10,80.00
470, 37,13,74.00
471, 35,15,70.00
472, 39,11,78.00
473, 29,21,58.00
474, 29,21,58.00
475, 34,16,68.00
476, 34,16,68.00
477, 35,15,70.00
478, 35,15,70.00
479, 32,18,64.00
480, 31,19,62.00
481, 33,17,66.00
482, 38,12,76.00
483, 33,17,66.00
484, 36,14,72.00
485, 37,13,74.00
486, 36,14,72.00
487, 39,11,78.00
488, 33,17,66.00
489, 29,21,58.00
490, 33,17,66.00
491, 40,10,80.00
492, 40,10,80.00
493, 35,15,70.00
494, 33,17,66.00
495, 40,10,80.00
496, 34,16,68.00
497, 42,8,84.00
498, 31,19,62.00
499, 38,12,76.00
500, 35,15,70.00
501, 32,18,64.00
502, 35,15,70.00
503, 36,14,72.00
504, 36,14,72.00
505, 35,15,70.00
506, 36,14,72.00
507, 42,8,84.00
508, 32,18,64.00
509, 38,12,76.00
510, 34,16,68.00
511, 35,15,70.00
512, 34,16,68.00
513, 41,9,82.00
514, 36,14,72.00
515, 31,19,62.00
516, 33,17,66.00
517, 34,16,68.00
518, 41,9,82.00
519, 32,18,64.00
520, 39,11,78.00
521, 31,19,62.00
522, 39,11,78.00
523, 35,15,70.00
524, 31,19,62.00
525, 31,19,62.00
526, 30,20,60.00
527, 34,16,68.00
528, 34,16,68.00
529, 37,13,74.00
530, 42,8,84.00
531, 36,14,72.00
532, 40,10,80.00
533, 32,18,64.00
534, 35,15,70.00
535, 30,20,60.00
536, 40,10,80.00
537, 35,15,70.00
538, 36,14,72.00
539, 37,13,74.00
540, 32,18,64.00
541, 34,16,68.00
542, 39,11,78.00
543, 33,17,66.00
544, 43,7,86.00
545, 34,16,68.00
546, 33,17,66.00
547, 32,18,64.00
548, 41,9,82.00
549, 36,14,72.00
550, 33,17,66.00
551, 36,14,72.00
552, 37,13,74.00
553, 34,16,68.00
554, 40,10,80.00
555, 35,15,70.00
556, 33,17,66.00
557, 32,18,64.00
558, 37,13,74.00
559, 38,12,76.00
560, 35,15,70.00
561, 36,14,72.00
562, 39,11,78.00
563, 35,15,70.00
564, 38,12,76.00
565, 37,13,74.00
566, 36,14,72.00
567, 39,11,78.00
568, 37,13,74.00
569, 34,16,68.00
570, 41,9,82.00
571, 37,13,74.00
572, 33,17,66.00
573, 38,12,76.00
574, 36,14,72.00
575, 36,14,72.00
576, 37,13,74.00
577, 35,15,70.00
578, 34,16,68.00
579, 36,14,72.00
580, 33,17,66.00
581, 32,18,64.00
582, 28,22,56.00
583, 36,14,72.00
584, 39,11,78.00
585, 38,12,76.00
586, 37,13,74.00
587, 40,10,80.00
588, 32,18,64.00
589, 34,16,68.00
590, 39,11,78.00
591, 36,14,72.00
592, 38,12,76.00
593, 37,13,74.00
594, 38,12,76.00
595, 33,17,66.00
596, 41,9,82.00
597, 33,17,66.00
598, 31,19,62.00
599, 38,12,76.00
600, 35,15,70.00
601, 33,17,66.00
602, 35,15,70.00
603, 32,18,64.00
604, 40,10,80.00
605, 36,14,72.00
606, 38,12,76.00
607, 28,22,56.00
608, 34,16,68.00
609, 28,22,56.00
610, 35,15,70.00
611, 35,15,70.00
612, 35,15,70.00
613, 37,13,74.00
614, 32,18,64.00
615, 38,12,76.00
616, 35,15,70.00
617, 33,17,66.00
618, 31,19,62.00
619, 36,14,72.00
620, 34,16,68.00
621, 34,16,68.00
622, 31,19,62.00
623, 36,14,72.00
624, 33,17,66.00
625, 32,18,64.00
626, 38,12,76.00
627, 34,16,68.00
628, 41,9,82.00
629, 38,12,76.00
630, 36,14,72.00
631, 36,14,72.00
632, 39,11,78.00
633, 40,10,80.00
634, 33,17,66.00
635, 42,8,84.00
636, 39,11,78.00
637, 31,19,62.00
638, 31,19,62.00
639, 38,12,76.00
640, 38,12,76.00
641, 41,9,82.00
642, 36,14,72.00
643, 37,13,74.00
644, 37,13,74.00
645, 35,15,70.00
646, 34,16,68.00
647, 40,10,80.00
648, 30,20,60.00
649, 35,15,70.00
650, 38,12,76.00
651, 31,19,62.00
652, 28,22,56.00
653, 34,16,68.00
654, 35,15,70.00
655, 33,17,66.00
656, 37,13,74.00
657, 30,20,60.00
658, 33,17,66.00
659, 37,13,74.00
660, 37,13,74.00
661, 36,14,72.00
662, 34,16,68.00
663, 34,16,68.00
664, 35,15,70.00
665, 32,18,64.00
666, 30,20,60.00
667, 40,10,80.00
668, 36,14,72.00
669, 38,12,76.00
670, 35,15,70.00
671, 37,13,74.00
672, 31,19,62.00
673, 33,17,66.00
674, 35,15,70.00
675, 30,20,60.00
676, 37,13,74.00
677, 39,11,78.00
678, 36,14,72.00
679, 39,11,78.00
680, 37,13,74.00
681, 31,19,62.00
682, 39,11,78.00
683, 35,15,70.00
684, 37,13,74.00
685, 33,17,66.00
686, 33,17,66.00
687, 39,11,78.00
688, 33,17,66.00
689, 36,14,72.00
690, 37,13,74.00
691, 34,16,68.00
692, 37,13,74.00
693, 36,14,72.00
694, 39,11,78.00
695, 38,12,76.00
696, 40,10,80.00
697, 35,15,70.00
698, 34,16,68.00
699, 33,17,66.00
700, 30,20,60.00
701, 32,18,64.00
702, 36,14,72.00
703, 34,16,68.00
704, 41,9,82.00
705, 34,16,68.00
706, 35,15,70.00
707, 32,18,64.00
708, 34,16,68.00
709, 28,22,56.00
710, 38,12,76.00
711, 37,13,74.00
712, 37,13,74.00
713, 38,12,76.00
714, 36,14,72.00
715, 35,15,70.00
716, 33,17,66.00
717, 39,11,78.00
718, 35,15,70.00
719, 35,15,70.00
720, 40,10,80.00
721, 39,11,78.00
722, 39,11,78.00
723, 36,14,72.00
724, 29,21,58.00
725, 32,18,64.00
726, 35,15,70.00
727, 38,12,76.00
728, 37,13,74.00
729, 38,12,76.00
730, 38,12,76.00
731, 36,14,72.00
732, 39,11,78.00
733, 37,13,74.00
734, 31,19,62.00
735, 34,16,68.00
736, 33,17,66.00
737, 31,19,62.00
738, 43,7,86.00
739, 33,17,66.00
740, 36,14,72.00
741, 36,14,72.00
742, 38,12,76.00
743, 36,14,72.00
744, 34,16,68.00
745, 38,12,76.00
746, 34,16,68.00
747, 36,14,72.00
748, 34,16,68.00
749, 37,13,74.00
750, 38,12,76.00
751, 37,13,74.00
752, 36,14,72.00
753, 39,11,78.00
754, 39,11,78.00
755, 36,14,72.00
756, 39,11,78.00
757, 35,15,70.00
758, 39,11,78.00
759, 36,14,72.00
760, 30,20,60.00
761, 38,12,76.00
762, 33,17,66.00
763, 35,15,70.00
764, 38,12,76.00
765, 35,15,70.00
766, 36,14,72.00
767, 32,18,64.00
768, 36,14,72.00
769, 36,14,72.00
770, 34,16,68.00
771, 36,14,72.00
772, 34,16,68.00
773, 34,16,68.00
774, 36,14,72.00
775, 38,12,76.00
776, 40,10,80.00
777, 34,16,68.00
778, 34,16,68.00
779, 39,11,78.00
780, 32,18,64.00
781, 33,17,66.00
782, 35,15,70.00
783, 40,10,80.00
784, 34,16,68.00
785, 36,14,72.00
786, 42,8,84.00
787, 32,18,64.00
788, 36,14,72.00
789, 27,23,54.00
790, 36,14,72.00
791, 32,18,64.00
792, 43,7,86.00
793, 39,11,78.00
794, 31,19,62.00
795, 32,18,64.00
796, 40,10,80.00
797, 36,14,72.00
798, 30,20,60.00
799, 36,14,72.00
800, 38,12,76.00
801, 40,10,80.00
802, 39,11,78.00
803, 36,14,72.00
804, 35,15,70.00
805, 32,18,64.00
806, 29,21,58.00
807, 34,16,68.00
808, 33,17,66.00
809, 37,13,74.00
810, 36,14,72.00
811, 34,16,68.00
812, 40,10,80.00
813, 39,11,78.00
814, 28,22,56.00
815, 34,16,68.00
816, 33,17,66.00
817, 32,18,64.00
818, 37,13,74.00
819, 32,18,64.00
820, 38,12,76.00
821, 35,15,70.00
822, 37,13,74.00
823, 30,20,60.00
824, 32,18,64.00
825, 30,20,60.00
826, 34,16,68.00
827, 36,14,72.00
828, 32,18,64.00
829, 33,17,66.00
830, 35,15,70.00
831, 35,15,70.00
832, 31,19,62.00
833, 32,18,64.00
834, 28,22,56.00
835, 35,15,70.00
836, 36,14,72.00
837, 39,11,78.00
838, 31,19,62.00
839, 36,14,72.00
840, 36,14,72.00
841, 35,15,70.00
842, 38,12,76.00
843, 37,13,74.00
844, 35,15,70.00
845, 39,11,78.00
846, 34,16,68.00
847, 39,11,78.00
848, 32,18,64.00
849, 34,16,68.00
850, 36,14,72.00
851, 36,14,72.00
852, 40,10,80.00
853, 32,18,64.00
854, 33,17,66.00
855, 38,12,76.00
856, 34,16,68.00
857, 33,17,66.00
858, 34,16,68.00
859, 36,14,72.00
860, 28,22,56.00
861, 34,16,68.00
862, 37,13,74.00
863, 41,9,82.00
864, 32,18,64.00
865, 37,13,74.00
866, 42,8,84.00
867, 37,13,74.00
868, 32,18,64.00
869, 33,17,66.00
870, 32,18,64.00
871, 36,14,72.00
872, 36,14,72.00
873, 33,17,66.00
874, 33,17,66.00
875, 33,17,66.00
876, 35,15,70.00
877, 37,13,74.00
878, 35,15,70.00
879, 35,15,70.00
880, 36,14,72.00
881, 41,9,82.00
882, 34,16,68.00
883, 37,13,74.00
884, 33,17,66.00
885, 33,17,66.00
886, 31,19,62.00
887, 39,11,78.00
888, 40,10,80.00
889, 36,14,72.00
890, 26,24,52.00
891, 35,15,70.00
892, 37,13,74.00
893, 33,17,66.00
894, 35,15,70.00
895, 34,16,68.00
896, 30,20,60.00
897, 34,16,68.00
898, 38,12,76.00
899, 33,17,66.00
900, 37,13,74.00
901, 39,11,78.00
902, 40,10,80.00
903, 35,15,70.00
904, 33,17,66.00
905, 35,15,70.00
906, 33,17,66.00
907, 30,20,60.00
908, 33,17,66.00
909, 38,12,76.00
910, 38,12,76.00
911, 39,11,78.00
912, 39,11,78.00
913, 34,16,68.00
914, 37,13,74.00
915, 38,12,76.00
916, 36,14,72.00
917, 41,9,82.00
918, 36,14,72.00
919, 39,11,78.00
920, 34,16,68.00
921, 34,16,68.00
922, 31,19,62.00
923, 37,13,74.00
924, 37,13,74.00
925, 38,12,76.00
926, 34,16,68.00
927, 42,8,84.00
928, 33,17,66.00
929, 34,16,68.00
930, 35,15,70.00
931, 32,18,64.00
932, 32,18,64.00
933, 40,10,80.00
934, 35,15,70.00
935, 32,18,64.00
936, 38,12,76.00
937, 36,14,72.00
938, 37,13,74.00
939, 39,11,78.00
940, 35,15,70.00
941, 39,11,78.00
942, 30,20,60.00
943, 36,14,72.00
944, 41,9,82.00
945, 36,14,72.00
946, 36,14,72.00
947, 34,16,68.00
948, 36,14,72.00
949, 39,11,78.00
950, 33,17,66.00
951, 27,23,54.00
952, 39,11,78.00
953, 36,14,72.00
954, 34,16,68.00
955, 41,9,82.00
956, 35,15,70.00
957, 31,19,62.00
958, 33,17,66.00
959, 37,13,74.00
960, 36,14,72.00
961, 33,17,66.00
962, 28,22,56.00
963, 40,10,80.00
964, 37,13,74.00
965, 39,11,78.00
966, 34,16,68.00
967, 39,11,78.00
968, 39,11,78.00
969, 38,12,76.00
970, 38,12,76.00
971, 40,10,80.00
972, 41,9,82.00
973, 31,19,62.00
974, 40,10,80.00
975, 35,15,70.00
976, 42,8,84.00
977, 38,12,76.00
978, 33,17,66.00
979, 35,15,70.00
980, 39,11,78.00
981, 41,9,82.00
982, 31,19,62.00
983, 29,21,58.00
984, 37,13,74.00
985, 31,19,62.00
986, 36,14,72.00
987, 35,15,70.00
988, 32,18,64.00
989, 31,19,62.00
990, 36,14,72.00
991, 34,16,68.00
992, 36,14,72.00
993, 38,12,76.00
994, 36,14,72.00
995, 37,13,74.00
996, 32,18,64.00
997, 34,16,68.00
998, 36,14,72.00
999, 39,11,78.00
1000, 38,12,76.00
